"","Credit_Limit","Income_Category","Customer_Age","Total_Trans_Ct","Months_on_book","Gender","Education_Level","Marital_Status"
"8869",10984,"$120K +",51,85,40,"M","Uneducated","Married"
"8870",34516,"$120K +",50,86,39,"M","Doctorate","Married"
"8871",23058,"$60K - $80K",57,82,36,"M","Uneducated","Single"
"8872",17606,"$120K +",40,83,36,"M","Uneducated","Married"
"8873",34516,"$120K +",52,87,47,"M","College","Married"
"8874",18000,"$40K - $60K",45,86,36,"F","High School","Divorced"
"8875",5550,"Less than $40K",48,85,41,"F","College","Married"
"8876",1621,"Less than $40K",39,86,33,"F","High School","Single"
"8877",3244,"Less than $40K",49,97,36,"F","College","Married"
"8879",2550,"Less than $40K",43,72,38,"F","Graduate","Married"
"8880",34516,"$60K - $80K",45,91,31,"M","Graduate","Divorced"
"8884",15016,"Less than $40K",49,84,38,"F","Graduate","Married"
"8885",9036,"$120K +",45,79,38,"M","Graduate","Single"
"8886",12813,"$80K - $120K",54,81,36,"M","High School","Single"
"8887",4660,"Less than $40K",40,84,29,"F","Doctorate","Married"
"8888",34516,"$60K - $80K",49,81,35,"M","College","Married"
"8891",31639,"$120K +",42,86,36,"M","Graduate","Single"
"8892",34516,"$120K +",49,94,36,"M","High School","Married"
"8893",34516,"$120K +",43,82,36,"M","Uneducated","Single"
"8896",7504,"Less than $40K",38,100,29,"F","Graduate","Single"
"8897",34516,"$120K +",44,84,33,"M","Uneducated","Married"
"8898",34516,"$120K +",45,95,34,"M","Graduate","Single"
"8900",9357,"$80K - $120K",41,84,29,"M","Graduate","Single"
"8902",8767,"Less than $40K",56,79,39,"F","Uneducated","Single"
"8905",15987,"Less than $40K",49,100,37,"F","Uneducated","Married"
"8907",34516,"$120K +",42,88,32,"M","Graduate","Married"
"8908",19107,"$40K - $60K",45,89,36,"F","Doctorate","Married"
"8910",21751,"$80K - $120K",41,102,36,"M","Post-Graduate","Married"
"8911",7926,"Less than $40K",44,87,32,"F","College","Single"
"8913",27984,"$80K - $120K",48,81,36,"M","Graduate","Married"
"8914",24499,"$60K - $80K",40,84,30,"M","Uneducated","Divorced"
"8915",2221,"$80K - $120K",49,98,39,"M","High School","Single"
"8916",5858,"$80K - $120K",43,82,35,"M","Graduate","Single"
"8917",27318,"$80K - $120K",51,96,37,"M","Uneducated","Single"
"8919",26692,"$60K - $80K",59,86,36,"M","Graduate","Single"
"8920",34516,"$60K - $80K",49,80,45,"M","Graduate","Single"
"8921",14938,"$120K +",38,90,26,"M","College","Single"
"8922",33256,"$80K - $120K",52,97,41,"M","Graduate","Married"
"8923",34516,"$120K +",49,99,36,"M","Graduate","Single"
"8924",5791,"$40K - $60K",47,93,35,"M","Graduate","Single"
"8926",17698,"$80K - $120K",46,95,36,"M","Uneducated","Married"
"8927",34516,"$80K - $120K",52,99,41,"M","College","Single"
"8928",6482,"Less than $40K",57,101,36,"F","Graduate","Single"
"8930",34516,"$60K - $80K",44,90,34,"M","Graduate","Divorced"
"8933",34516,"$60K - $80K",42,90,36,"M","Post-Graduate","Single"
"8936",28852,"$120K +",47,90,29,"M","Uneducated","Single"
"8938",7653,"$60K - $80K",45,93,35,"M","Graduate","Married"
"8940",4549,"$60K - $80K",41,85,32,"M","High School","Divorced"
"8942",6530,"$40K - $60K",45,101,31,"M","College","Single"
"8943",11642,"$40K - $60K",40,92,28,"F","Post-Graduate","Single"
"8944",5390,"$80K - $120K",43,106,34,"M","College","Single"
"8945",7037,"Less than $40K",49,93,43,"F","Graduate","Married"
"8946",8390,"Less than $40K",47,92,34,"M","College","Married"
"8948",3442,"$40K - $60K",43,74,35,"M","High School","Married"
"8949",6680,"Less than $40K",44,95,36,"F","Uneducated","Married"
"8951",7244,"$40K - $60K",44,90,32,"F","High School","Married"
"8952",34516,"$80K - $120K",52,82,37,"M","Graduate","Married"
"8954",2019,"Less than $40K",40,102,30,"F","Graduate","Married"
"8956",6103,"$60K - $80K",62,92,56,"M","Graduate","Divorced"
"8957",2166,"Less than $40K",52,109,36,"F","Graduate","Single"
"8958",3449,"Less than $40K",50,94,40,"F","Doctorate","Single"
"8959",2984,"Less than $40K",51,91,36,"F","Graduate","Divorced"
"8963",34516,"$120K +",46,87,40,"M","College","Married"
"8964",20633,"$60K - $80K",45,91,32,"M","Uneducated","Single"
"8967",34516,"$80K - $120K",50,84,45,"M","Graduate","Married"
"8969",3968,"Less than $40K",50,118,35,"M","High School","Married"
"8971",10074,"$60K - $80K",46,99,37,"M","College","Divorced"
"8972",10901,"$40K - $60K",46,90,42,"F","High School","Married"
"8975",34516,"$120K +",40,89,26,"M","Post-Graduate","Single"
"8976",7196,"$80K - $120K",43,93,36,"M","Graduate","Single"
"8977",34516,"$60K - $80K",48,100,36,"M","Graduate","Married"
"8978",34516,"$80K - $120K",38,97,22,"M","Uneducated","Single"
"8979",32926,"$120K +",46,98,42,"M","High School","Married"
"8984",7531,"Less than $40K",41,92,31,"F","Graduate","Married"
"8985",1838,"Less than $40K",49,93,37,"F","Graduate","Divorced"
"8986",30117,"$80K - $120K",42,91,36,"M","Graduate","Married"
"8987",5131,"$60K - $80K",46,92,35,"M","Uneducated","Single"
"8988",34516,"$80K - $120K",44,87,36,"M","Graduate","Single"
"8989",24262,"$80K - $120K",53,105,45,"M","Graduate","Single"
"8990",34516,"$80K - $120K",51,89,33,"M","College","Single"
"8992",20708,"$60K - $80K",50,88,37,"M","Graduate","Married"
"8995",17072,"$60K - $80K",45,99,36,"M","High School","Married"
"8996",25737,"$80K - $120K",52,94,46,"M","High School","Single"
"8999",15043,"$60K - $80K",44,83,24,"M","Graduate","Married"
"9001",25808,"$120K +",57,94,52,"M","Graduate","Single"
"9003",3670,"$40K - $60K",45,100,27,"F","Uneducated","Divorced"
"9004",8861,"Less than $40K",44,102,17,"F","Graduate","Single"
"9005",34516,"$120K +",47,100,42,"M","Graduate","Married"
"9008",34516,"$120K +",51,98,36,"M","Graduate","Married"
"9012",4748,"Less than $40K",40,88,34,"F","Uneducated","Single"
"9013",34516,"$80K - $120K",50,83,35,"M","Graduate","Single"
"9017",18991,"$120K +",49,83,38,"M","Uneducated","Married"
"9020",2219,"$40K - $60K",46,91,36,"M","Post-Graduate","Married"
"9021",25736,"$80K - $120K",56,91,46,"M","Graduate","Single"
"9022",7997,"$60K - $80K",63,104,36,"M","Uneducated","Single"
"9023",2849,"$40K - $60K",40,99,36,"M","Graduate","Single"
"9024",29227,"$80K - $120K",45,100,40,"M","Graduate","Married"
"9025",34516,"$120K +",52,108,44,"M","Doctorate","Married"
"9026",12458,"$40K - $60K",50,95,43,"M","Uneducated","Married"
"9029",10677,"Less than $40K",45,94,40,"F","Graduate","Married"
"9031",23981,"$40K - $60K",38,103,26,"F","High School","Single"
"9032",6329,"$40K - $60K",44,109,30,"F","Doctorate","Married"
"9033",4960,"$40K - $60K",42,88,37,"M","Uneducated","Married"
"9035",15987,"Less than $40K",55,98,35,"F","College","Single"
"9036",3244,"Less than $40K",52,95,36,"F","Uneducated","Single"
"9037",7298,"$60K - $80K",48,88,37,"M","Graduate","Married"
"9038",28307,"$80K - $120K",48,122,40,"M","Graduate","Married"
"9039",2430,"$40K - $60K",47,100,42,"M","Graduate","Married"
"9040",7650,"$120K +",49,109,29,"M","Graduate","Married"
"9041",6443,"$40K - $60K",47,92,41,"F","College","Divorced"
"9042",13356,"$80K - $120K",47,105,41,"M","Uneducated","Married"
"9043",4675,"$120K +",56,100,51,"M","Graduate","Single"
"9044",2177,"$40K - $60K",61,82,52,"M","Uneducated","Single"
"9045",34516,"$120K +",45,96,36,"M","Doctorate","Single"
"9046",2821,"Less than $40K",49,103,39,"F","Graduate","Married"
"9047",6769,"Less than $40K",44,88,36,"F","Uneducated","Married"
"9049",30172,"$120K +",51,101,43,"M","High School","Married"
"9050",7742,"Less than $40K",44,100,36,"F","Uneducated","Single"
"9053",25653,"$60K - $80K",51,103,33,"M","Graduate","Married"
"9054",4705,"$40K - $60K",52,97,40,"F","Graduate","Single"
"9055",19150,"$80K - $120K",39,85,27,"M","High School","Married"
"9056",34516,"$60K - $80K",38,85,18,"M","High School","Single"
"9057",11765,"$80K - $120K",51,99,46,"M","Graduate","Married"
"9058",16627,"$80K - $120K",41,99,28,"M","High School","Divorced"
"9059",13553,"$60K - $80K",43,94,34,"M","Post-Graduate","Married"
"9060",11476,"$60K - $80K",40,113,28,"M","High School","Married"
"9061",5182,"$80K - $120K",58,112,54,"M","Uneducated","Single"
"9063",18477,"$60K - $80K",48,95,37,"M","Graduate","Married"
"9066",16199,"$40K - $60K",44,106,36,"M","College","Married"
"9068",12695,"Less than $40K",45,94,32,"M","Graduate","Single"
"9071",9875,"$40K - $60K",37,105,25,"F","Graduate","Single"
"9073",2600,"$60K - $80K",43,111,37,"M","High School","Married"
"9076",34516,"$80K - $120K",51,97,37,"M","Uneducated","Married"
"9077",21754,"$40K - $60K",48,104,39,"F","Uneducated","Divorced"
"9078",8396,"$60K - $80K",46,101,35,"M","Uneducated","Single"
"9080",12094,"Less than $40K",55,106,49,"F","Graduate","Single"
"9081",2946,"$60K - $80K",44,88,36,"M","High School","Single"
"9082",17812,"$40K - $60K",48,106,40,"M","Uneducated","Single"
"9083",13743,"$40K - $60K",46,106,41,"F","College","Single"
"9085",15785,"$40K - $60K",45,105,40,"F","Uneducated","Divorced"
"9087",19000,"$40K - $60K",40,97,34,"F","High School","Married"
"9090",34516,"$60K - $80K",47,106,35,"M","College","Married"
"9091",34516,"$80K - $120K",42,103,38,"M","Graduate","Single"
"9093",5660,"$80K - $120K",47,100,39,"M","College","Married"
"9094",23355,"$60K - $80K",63,95,54,"M","High School","Single"
"9095",20734,"$80K - $120K",49,103,31,"M","Uneducated","Married"
"9096",2476,"$40K - $60K",43,111,37,"F","Graduate","Married"
"9097",34516,"$120K +",55,105,36,"M","Graduate","Single"
"9104",10850,"Less than $40K",31,127,23,"F","Uneducated","Divorced"
"9105",24244,"$80K - $120K",43,84,32,"M","Graduate","Divorced"
"9106",17218,"$60K - $80K",59,97,46,"M","Graduate","Single"
"9108",34516,"$120K +",53,114,36,"M","College","Single"
"9109",34458,"$80K - $120K",39,94,36,"M","Uneducated","Single"
"9111",9369,"$40K - $60K",60,101,53,"M","High School","Divorced"
"9114",34516,"$60K - $80K",45,105,31,"M","Graduate","Married"
"9115",17277,"$60K - $80K",41,97,29,"M","Graduate","Married"
"9118",20176,"$40K - $60K",49,86,36,"F","Graduate","Single"
"9119",3751,"$40K - $60K",45,106,38,"M","Graduate","Single"
"9123",11529,"$40K - $60K",45,97,33,"M","High School","Married"
"9124",8694,"Less than $40K",40,105,31,"F","Graduate","Divorced"
"9125",6616,"Less than $40K",52,85,36,"F","Graduate","Single"
"9126",11467,"$40K - $60K",51,97,45,"M","Graduate","Married"
"9129",15795,"$60K - $80K",30,96,16,"M","High School","Married"
"9131",8837,"Less than $40K",47,100,27,"F","Post-Graduate","Single"
"9133",2540,"$40K - $60K",52,99,36,"F","High School","Single"
"9139",9959,"$80K - $120K",49,90,29,"M","Graduate","Married"
"9141",15472,"$40K - $60K",47,103,29,"F","Graduate","Married"
"9144",4291,"Less than $40K",44,101,31,"F","Graduate","Single"
"9147",6224,"$60K - $80K",32,124,36,"M","High School","Single"
"9151",3773,"Less than $40K",60,118,55,"F","Graduate","Married"
"9152",19281,"$40K - $60K",41,110,36,"F","High School","Married"
"9154",7473,"$40K - $60K",32,104,36,"M","Graduate","Divorced"
"9155",3108,"Less than $40K",47,127,41,"F","High School","Single"
"9156",34516,"$80K - $120K",46,104,33,"M","Graduate","Divorced"
"9161",3733,"Less than $40K",53,118,47,"F","Uneducated","Married"
"9162",34516,"$80K - $120K",52,109,44,"M","Graduate","Single"
"9163",14416,"Less than $40K",45,99,36,"F","High School","Single"
"9165",12033,"Less than $40K",37,106,32,"F","Graduate","Divorced"
"9166",34516,"$60K - $80K",44,97,29,"M","High School","Single"
"9169",5723,"Less than $40K",36,120,30,"F","Graduate","Married"
"9170",9947,"Less than $40K",47,110,41,"F","Graduate","Divorced"
"9171",3599,"$60K - $80K",49,110,38,"M","Uneducated","Married"
"9172",12648,"$120K +",58,125,48,"M","Doctorate","Married"
"9175",25601,"$80K - $120K",45,100,25,"M","High School","Married"
"9177",4216,"$40K - $60K",54,121,44,"M","Post-Graduate","Single"
"9178",3140,"$40K - $60K",38,122,27,"F","High School","Married"
"9179",21161,"$60K - $80K",46,104,31,"M","Doctorate","Married"
"9181",9074,"$40K - $60K",48,110,36,"F","Doctorate","Married"
"9182",4142,"$60K - $80K",53,117,49,"M","High School","Single"
"9183",3152,"$40K - $60K",39,117,29,"M","Graduate","Married"
"9185",8919,"$40K - $60K",41,96,36,"M","Graduate","Single"
"9187",3308,"$40K - $60K",49,101,36,"M","High School","Divorced"
"9193",7349,"$60K - $80K",37,109,28,"M","Graduate","Single"
"9194",14803,"$40K - $60K",52,87,45,"F","Graduate","Single"
"9197",11605,"Less than $40K",54,117,44,"F","High School","Married"
"9198",3329,"Less than $40K",31,114,22,"F","Uneducated","Divorced"
"9199",3961,"Less than $40K",40,100,36,"F","High School","Single"
"9203",19141,"$80K - $120K",44,114,36,"M","Graduate","Married"
"9205",29394,"$80K - $120K",56,92,43,"M","High School","Married"
"9206",24250,"$80K - $120K",35,99,26,"M","High School","Single"
"9207",16191,"$40K - $60K",40,107,32,"F","Graduate","Married"
"9208",7261,"$60K - $80K",52,108,42,"M","High School","Divorced"
"9209",4023,"$40K - $60K",29,96,36,"M","High School","Single"
"9214",33711,"$60K - $80K",32,134,36,"M","Uneducated","Single"
"9216",3429,"$80K - $120K",47,99,41,"M","College","Single"
"9218",7064,"$60K - $80K",46,103,41,"M","Graduate","Divorced"
"9220",3600,"Less than $40K",39,116,36,"F","High School","Married"
"9221",34516,"$120K +",46,96,36,"M","College","Single"
"9223",2490,"Less than $40K",45,101,27,"F","Uneducated","Married"
"9230",3391,"Less than $40K",42,107,32,"F","Graduate","Single"
"9234",17540,"$60K - $80K",55,96,36,"M","Uneducated","Single"
"9235",31346,"$80K - $120K",51,92,38,"M","Doctorate","Single"
"9236",4342,"Less than $40K",28,116,20,"M","Uneducated","Single"
"9237",3842,"Less than $40K",44,119,38,"F","Graduate","Divorced"
"9238",3785,"$40K - $60K",51,104,36,"F","Graduate","Single"
"9239",6797,"Less than $40K",48,112,39,"M","College","Married"
"9240",9682,"$60K - $80K",44,95,39,"M","Graduate","Single"
"9243",30498,"$60K - $80K",47,120,36,"M","Graduate","Single"
"9247",20434,"$80K - $120K",46,106,36,"M","Graduate","Divorced"
"9248",29531,"$60K - $80K",49,120,38,"M","Graduate","Married"
"9249",3730,"$120K +",56,102,36,"M","Uneducated","Divorced"
"9250",10688,"$40K - $60K",41,98,36,"M","Post-Graduate","Married"
"9254",18266,"$40K - $60K",41,124,33,"F","Doctorate","Married"
"9255",10492,"$80K - $120K",46,104,36,"M","Uneducated","Single"
"9256",6380,"$40K - $60K",56,97,49,"F","High School","Married"
"9258",3477,"$120K +",51,120,36,"M","College","Single"
"9259",3277,"Less than $40K",36,127,32,"F","Uneducated","Single"
"9260",34516,"$120K +",49,129,41,"M","Post-Graduate","Married"
"9268",8284,"Less than $40K",49,102,44,"F","Graduate","Married"
"9270",14382,"$40K - $60K",35,131,27,"M","High School","Married"
"9272",23981,"$40K - $60K",49,96,36,"M","Graduate","Single"
"9273",22729,"$60K - $80K",40,110,23,"M","Graduate","Married"
"9275",3423,"Less than $40K",37,124,26,"F","Uneducated","Married"
"9277",3175,"Less than $40K",61,101,36,"F","High School","Married"
"9283",3592,"$40K - $60K",45,95,40,"F","Graduate","Married"
"9284",32535,"$60K - $80K",31,116,24,"M","High School","Married"
"9287",16433,"$80K - $120K",42,125,31,"M","Graduate","Married"
"9289",9230,"Less than $40K",52,99,40,"F","Graduate","Married"
"9290",6867,"$60K - $80K",39,97,36,"M","Post-Graduate","Married"
"9291",34516,"$120K +",51,103,33,"M","College","Single"
"9292",18046,"$80K - $120K",52,104,36,"M","High School","Married"
"9293",7680,"$40K - $60K",40,105,27,"M","Graduate","Single"
"9294",7825,"Less than $40K",38,100,36,"F","Uneducated","Married"
"9295",5002,"$60K - $80K",41,109,31,"M","College","Married"
"9297",4755,"$40K - $60K",50,109,41,"F","Graduate","Married"
"9298",22104,"$80K - $120K",58,112,40,"M","Uneducated","Single"
"9299",29038,"$60K - $80K",53,103,47,"M","Post-Graduate","Single"
"9301",34516,"$80K - $120K",58,127,50,"M","High School","Married"
"9302",11463,"Less than $40K",41,105,30,"F","Graduate","Single"
"9305",34516,"$80K - $120K",53,100,47,"M","Graduate","Single"
"9307",34516,"$120K +",44,114,36,"M","Uneducated","Married"
"9309",4822,"Less than $40K",47,121,40,"F","College","Single"
"9311",12100,"Less than $40K",53,115,45,"F","Graduate","Married"
"9313",17887,"$60K - $80K",42,116,37,"M","Graduate","Single"
"9318",17575,"$60K - $80K",47,128,39,"M","Post-Graduate","Single"
"9319",29528,"$80K - $120K",46,119,39,"M","Graduate","Married"
"9320",34516,"$60K - $80K",54,114,42,"M","Post-Graduate","Married"
"9321",4147,"Less than $40K",60,111,36,"F","High School","Married"
"9326",17646,"$60K - $80K",45,106,34,"M","College","Married"
"9327",11121,"$60K - $80K",45,81,36,"M","Uneducated","Single"
"9329",6176,"$120K +",44,95,31,"M","High School","Married"
"9331",32791,"$80K - $120K",31,106,36,"M","Graduate","Married"
"9332",4772,"Less than $40K",40,118,35,"F","Uneducated","Divorced"
"9336",34516,"$120K +",38,106,27,"M","High School","Single"
"9339",7204,"$80K - $120K",56,113,47,"M","Doctorate","Single"
"9341",3860,"Less than $40K",38,118,26,"F","Graduate","Single"
"9342",14581,"Less than $40K",48,109,36,"M","High School","Married"
"9343",3084,"Less than $40K",44,96,34,"F","High School","Single"
"9345",23981,"$40K - $60K",36,120,23,"M","College","Married"
"9346",19534,"$60K - $80K",30,118,25,"M","College","Married"
"9350",7231,"Less than $40K",45,115,36,"M","Graduate","Married"
"9351",34516,"$60K - $80K",56,116,43,"M","College","Single"
"9353",9215,"$40K - $60K",48,114,42,"F","Graduate","Single"
"9354",25438,"$80K - $120K",32,104,36,"M","Graduate","Married"
"9355",3759,"Less than $40K",46,106,36,"F","High School","Single"
"9356",3029,"Less than $40K",52,113,36,"F","High School","Single"
"9358",21526,"$80K - $120K",48,105,36,"M","High School","Married"
"9362",7139,"$40K - $60K",43,112,32,"M","High School","Married"
"9366",34516,"$120K +",48,108,36,"M","Graduate","Married"
"9367",6704,"Less than $40K",50,103,41,"F","High School","Single"
"9368",32417,"$60K - $80K",53,121,38,"M","Uneducated","Married"
"9369",2754,"$80K - $120K",48,125,36,"M","Graduate","Single"
"9371",34516,"$120K +",51,123,35,"M","Uneducated","Single"
"9373",12338,"Less than $40K",39,109,20,"F","College","Single"
"9374",16703,"$60K - $80K",51,122,42,"M","High School","Single"
"9375",16667,"$80K - $120K",43,115,24,"M","Uneducated","Married"
"9377",14131,"$60K - $80K",47,103,35,"M","Uneducated","Single"
"9378",3276,"Less than $40K",51,116,36,"F","Graduate","Single"
"9379",34516,"$80K - $120K",38,114,36,"M","Post-Graduate","Single"
"9380",3629,"Less than $40K",38,113,28,"F","Uneducated","Married"
"9382",3845,"$40K - $60K",32,110,36,"M","High School","Single"
"9384",34516,"$120K +",50,121,35,"M","Graduate","Married"
"9386",3466,"Less than $40K",38,94,36,"F","Doctorate","Single"
"9387",15223,"$40K - $60K",59,111,52,"M","High School","Single"
"9388",34516,"$120K +",53,107,44,"M","High School","Married"
"9393",9502,"$40K - $60K",60,100,47,"F","Graduate","Single"
"9394",29738,"$80K - $120K",42,97,36,"M","Graduate","Married"
"9397",6577,"$120K +",55,120,48,"M","Uneducated","Married"
"9398",34516,"$120K +",51,117,37,"M","Graduate","Married"
"9399",34516,"$80K - $120K",46,97,26,"M","Post-Graduate","Married"
"9404",15524,"$60K - $80K",48,106,36,"M","Uneducated","Married"
